prefix	name	query	count
macie	Mechanism, Annotation and Classification in Enzymes	"""Mechanism, Annotation and Classification in Enzymes""[tw]"	0
ma	Mouse adult gross anatomy	"""Mouse adult gross anatomy""[tw] OR ""Mouse adult gross anatomy (MA)""[tw]"	0
m4i	Metadata4Ing	"""Metadata4Ing""[tw]"	0
lw	LifeWatch Metadata Catalogue	"""LifeWatch Metadata Catalogue""[tw]"	0
dlxc	Circular double stranded DNA sequences composed	"""Circular double stranded DNA sequences composed""[tw]"	0
doap	Description of a Project	"""Description of a Project""[tw] OR ""Description of a Project (doap)""[tw]"	0
dockerhub.repo	Docker Hub repository	"""Docker Hub repository""[tw]"	0
ligea	Cancer cell LInes GEne fusions portAl	"""Cancer cell LInes GEne fusions portAl""[tw]"	0
kim.schulfaecher	KIM School Subjects	"""KIM School Subjects""[tw]"	0
kim.schularten	KIM German School Types	"""KIM German School Types""[tw]"	0
kim.license	KIM License	"""KIM License""[tw]"	0
kim.hochschulfaechersystematik	German University Subject Classification System	"""German University Subject Classification System""[tw]"	0
kim.hcrt	Higher Education Resource Types	"""Higher Education Resource Types""[tw]"	0
kim.esv	Educational Sectors Vocabulary	"""Educational Sectors Vocabulary""[tw]"	0
kim.educationlevel	KIM Education Level	"""KIM Education Level""[tw]"	0
kestrelo	KESTREL Ontology	"""KESTREL Ontology""[tw]"	0
kerafast	Kerafast cell lines	"""Kerafast cell lines""[tw]"	0
doqcs.model	Database of Quantitative Cellular Signaling: Model	"""Database of Quantitative Cellular Signaling: Model""[tw]"	0
kegg.rclass	KEGG Reaction Class	"""KEGG Reaction Class""[tw]"	0
doqcs.pathway	Database of Quantitative Cellular Signaling: Pathway	"""Database of Quantitative Cellular Signaling: Pathway""[tw]"	0
dpbo	DataPLANT Biology Ontology	"""DataPLANT Biology Ontology""[tw]"	0
dpo	Drosophila Phenotype Ontology	"""Drosophila Phenotype Ontology""[tw] OR ""Drosophila Phenotype Ontology (DPO)""[tw]"	0
kegg.metagenome	KEGG Metagenome	"""KEGG Metagenome""[tw]"	0
dpv	Description of Plant Viruses	"""Description of Plant Viruses""[tw]"	0
dpvocab	Data Privacy Vocabulary	"""Data Privacy Vocabulary""[tw]"	0
door	Database for Prokaryotic Operons	"""Database for Prokaryotic Operons""[tw]"	0
kupo	Kidney and Urinary Pathway Ontology	"""Kidney and Urinary Pathway Ontology""[tw]"	0
kyinno	KYinno cell lines	"""KYinno cell lines""[tw]"	0
lepao	Lepidoptera Anatomy Ontology	"""Lepidoptera Anatomy Ontology""[tw] OR ""Lepidoptera Anatomy Ontology (LEPAO)""[tw]"	0
ligandexpo	Ligand Expo	"""Ligand Expo""[tw]"	0
dockerhub.user	DockerHub User	"""DockerHub User""[tw]"	0
doco	Document Components Ontology	"""Document Components Ontology""[tw] OR ""Document Components Ontology (DoCO)""[tw]"	0
lifestylefactors	Lifestyle Factors Ontology	"""Lifestyle Factors Ontology""[tw]"	0
licebase	LiceBase	"""LiceBase""[tw]"	0
dolce	Descriptive Ontology for Linguistic and Cognitive Engineering	"""Descriptive Ontology for Linguistic and Cognitive Engineering""[tw]"	0
lgai.cede	LG Chemical Entity Detection Dataset (LGCEDe)	"""LG Chemical Entity Detection Dataset (LGCEDe)""[tw]"	0
lei	Global LEI Index	"""Global LEI Index""[tw]"	0
labo	clinical LABoratory Ontology	"""clinical LABoratory Ontology""[tw] OR ""clinical LABoratory Ontology (LABO)""[tw]"	0
dome	DOME Registry	"""DOME Registry""[tw]"	0
dommino	Database of Macromolecular Interactions	"""Database of Macromolecular Interactions""[tw]"	0
lccn	Library of Congress Control Number	"""Library of Congress Control Number""[tw]"	0
lbo	Livestock Breed Ontology	"""Livestock Breed Ontology""[tw]"	0
lbctr	Lebanon Clinical Trials Registry	"""Lebanon Clinical Trials Registry""[tw]"	0
lattes	Lattes Platform number	"""Lattes Platform number""[tw]"	0
langual	Langua aLimentaria Thesaurus	"""Langua aLimentaria Thesaurus""[tw]"	0
dermo	Human Dermatological Disease Ontology	"""Human Dermatological Disease Ontology""[tw]"	0
mcc	Cell Line Ontology [derivative]	"""Cell Line Ontology [derivative]""[tw]"	0
dbmhc	Database of human Major Histocompatibility Complex	"""Database of human Major Histocompatibility Complex""[tw]"	0
mir	Identifiers.org Registry	"""Identifiers.org Registry""[tw]"	0
dc	Dublin Core Elements (1.1)	"""Dublin Core Elements (1.1)""[tw] OR ""Dublin Core Elements (1.1) (dc)""[tw]"	0
minid.test	MINID Test	"""MINID Test""[tw]"	0
minid	Minimal Viable Identifier	"""Minimal Viable Identifier""[tw]"	0
dcterms	Dublin Core Metadata Initiative Terms	"""Dublin Core Metadata Initiative Terms""[tw] OR ""Dublin Core Metadata Initiative Terms (dcterms)""[tw]"	0
millipore	Merck Millipore (EMD Millipore)	"""Merck Millipore (EMD Millipore)""[tw]"	0
dctypes	Dublin Core Types	"""Dublin Core Types""[tw] OR ""Dublin Core Types (dctypes)""[tw]"	0
ddanat	Dictyostelium discoideum anatomy	"""Dictyostelium discoideum anatomy""[tw] OR ""Dictyostelium discoideum anatomy (DDANAT)""[tw]"	0
micro	Ontology of Prokaryotic Phenotypic and Metabolic Characters	"""Ontology of Prokaryotic Phenotypic and Metabolic Characters""[tw] OR ""Ontology of Prokaryotic Phenotypic and Metabolic Characters (MICRO)""[tw]"	0
mibig	Minimum Information about a Biosynthetic Gene Cluster data repository	"""Minimum Information about a Biosynthetic Gene Cluster data repository""[tw]"	0
miapa	Minimum Anformation About a Phylogenetic Analysis Ontology	"""Minimum Anformation About a Phylogenetic Analysis Ontology""[tw] OR ""Minimum Anformation About a Phylogenetic Analysis Ontology (MIAPA)""[tw]"	0
miaa	Minimal Information About Anatomy ontology	"""Minimal Information About Anatomy ontology""[tw]"	0
mi	Molecular Interactions Controlled Vocabulary	"""Molecular Interactions Controlled Vocabulary""[tw] OR ""Molecular Interactions Controlled Vocabulary (MI)""[tw]"	0
mgnifystudy	MGnify Study	"""MGnify Study""[tw]"	0
mgnifyprotein	MGnify Protein	"""MGnify Protein""[tw]"	0
mgnifygenome	MGnify Genome	"""MGnify Genome""[tw]"	0
mgnify.samp	MGnify Sample	"""MGnify Sample""[tw]"	0
mgnify.proj	MGnify Project	"""MGnify Project""[tw]"	0
dbvar.variant	Database of Genomic Structural Variation - Variant	"""Database of Genomic Structural Variation - Variant""[tw]"	0
mirbase	miRBase pre-miRNA	"""miRBase pre-miRNA""[tw]"	0
mco	Microbial Conditions Ontology	"""Microbial Conditions Ontology""[tw] OR ""Microbial Conditions Ontology (MCO)""[tw]"	0
mirbase.family	miRBase Families	"""miRBase Families""[tw]"	0
mmo	Measurement method ontology	"""Measurement method ontology""[tw] OR ""Measurement method ontology (MMO)""[tw]"	0
mmmp.biomaps	Melanoma Molecular Map Project Biomaps	"""Melanoma Molecular Map Project Biomaps""[tw]"	0
dbo	DBPedia Ontology	"""DBPedia Ontology""[tw]"	0
mlc	MLCommons Association	"""MLCommons Association""[tw]"	0
mixs	Minimal Information about any Sequence	"""Minimal Information about any Sequence""[tw]"	0
mite	Minimum Information about a Tailoring Enzyme data repository	"""Minimum Information about a Tailoring Enzyme data repository""[tw]"	0
mirte	miRNA Target Prediction at EMBL	"""miRNA Target Prediction at EMBL""[tw]"	0
dbpedia.property	DBPedia Property	"""DBPedia Property""[tw]"	0
dbprobe	NCBI Probe database Public registry of nucleic acid reagents	"""NCBI Probe database Public registry of nucleic acid reagents""[tw]"	0
dbsnp	dbSNP Reference SNP number	"""dbSNP Reference SNP number""[tw]"	0
mirnao	microRNA Ontology	"""microRNA Ontology""[tw] OR ""microRNA Ontology (MIRNAO)""[tw]"	0
miriam.resource	MIRIAM Legacy Registry Identifier	"""MIRIAM Legacy Registry Identifier""[tw]"	0
miriam.collection	MIRIAM Registry collection	"""MIRIAM Registry collection""[tw]"	0
miriam	Identifiers.org namespace	"""Identifiers.org namespace""[tw]"	0
mirgenedb	microRNA Gene Database	"""microRNA Gene Database""[tw]"	0
dbvar.study	Database of Genomic Structural Variation - Study	"""Database of Genomic Structural Variation - Study""[tw]"	0
mirbase.mature	miRBase mature miRNA	"""miRBase mature miRNA""[tw]"	0
mgnify.analysis	MGnify Analysis	"""MGnify Analysis""[tw]"	0
ddi	Data Documentation Initiative Vocabulary	"""Data Documentation Initiative Vocabulary""[tw]"	0
ddinter.drug	Curated Drug-Drug Interactions Database - Drug	"""Curated Drug-Drug Interactions Database - Drug""[tw]"	0
mfomd	Mental Disease Ontology	"""Mental Disease Ontology""[tw] OR ""Mental Disease Ontology (MFOMD)""[tw]"	0
deims.dataset	Dynamic Ecological Information Management System - Site and Dataset Registry - Dataset	"""Dynamic Ecological Information Management System - Site and Dataset Registry - Dataset""[tw]"	0
deims.location	Dynamic Ecological Information Management System - Site and Dataset Registry - Locations	"""Dynamic Ecological Information Management System - Site and Dataset Registry - Locations""[tw]"	0
deims.network	Dynamic Ecological Information Management System - Site and Dataset Registry - Network	"""Dynamic Ecological Information Management System - Site and Dataset Registry - Network""[tw]"	0
merops.entry	MEROPS Entry	"""MEROPS Entry""[tw]"	0
deims.sensor	Dynamic Ecological Information Management System - Site and Dataset Registry - Sensor	"""Dynamic Ecological Information Management System - Site and Dataset Registry - Sensor""[tw]"	0
merckindex.reaction	Merck Index Reaction	"""Merck Index Reaction""[tw]"	0
merckindex.monograph	Merck Index Monograph	"""Merck Index Monograph""[tw]"	0
deims.site	Dynamic Ecological Information Management System - Site and dataset registry	"""Dynamic Ecological Information Management System - Site and dataset registry""[tw]"	0
mediadive.solution	MediaDive Solution	"""MediaDive Solution""[tw]"	0
mediadive.medium	MediaDive Medium	"""MediaDive Medium""[tw]"	0
mediadive.ingredient	MediaDive Ingredient	"""MediaDive Ingredient""[tw]"	0
medgen.cid	MedGen Concept Unique ID	"""MedGen Concept Unique ID""[tw]"	0
deims.taxonomy	Dynamic Ecological Information Management System - Site and Dataset Registry - Taxonomy	"""Dynamic Ecological Information Management System - Site and Dataset Registry - Taxonomy""[tw]"	0
meddra	Medical Dictionary for Regulatory Activities Terminology	"""Medical Dictionary for Regulatory Activities Terminology""[tw]"	0
deo	Discourse Elements Ontology	"""Discourse Elements Ontology""[tw] OR ""Discourse Elements Ontology (DEO)""[tw]"	0
mdl	Molecular Design Limited Hash	"""Molecular Design Limited Hash""[tw]"	0
mcro	Model Card Report Ontology	"""Model Card Report Ontology""[tw] OR ""Model Card Report Ontology (MCRO)""[tw]"	0
deims.activity	Dynamic Ecological Information Management System - Site and Dataset Registry - Activity	"""Dynamic Ecological Information Management System - Site and Dataset Registry - Activity""[tw]"	0
mesh.2013	MeSH 2013	"""MeSH 2013""[tw]"	0
decipher	DECIPHER CNV Syndromes	"""DECIPHER CNV Syndromes""[tw]"	0
metatlas.reaction	Metabolic Atlas Reaction	"""Metabolic Atlas Reaction""[tw]"	0
ddinter.interaction	Curated Drug-Drug Interactions Database - Interaction	"""Curated Drug-Drug Interactions Database - Interaction""[tw]"	0
mfo	Medaka fish anatomy and development	"""Medaka fish anatomy and development""[tw] OR ""Medaka fish anatomy and development (MFO)""[tw]"	0
mfmo	Mammalian Feeding Muscle Ontology	"""Mammalian Feeding Muscle Ontology""[tw] OR ""Mammalian Feeding Muscle Ontology (MFMO)""[tw]"	0
mf	Mental Functioning Ontology	"""Mental Functioning Ontology""[tw] OR ""Mental Functioning Ontology (MF)""[tw]"	0
ddpheno	Dictyostelium discoideum phenotype ontology	"""Dictyostelium discoideum phenotype ontology""[tw] OR ""Dictyostelium discoideum phenotype ontology (DDPHENO)""[tw]"	0
metnetdb	Metabolic Network Exchange Database	"""Metabolic Network Exchange Database""[tw]"	0
metlin	Metabolite and Tandem Mass Spectrometry Database	"""Metabolite and Tandem Mass Spectrometry Database""[tw]"	0
metatlas.metabolite	Metabolic Atlas Metabolite	"""Metabolic Atlas Metabolite""[tw]"	0
metabolights	MetaboLights Compound	"""MetaboLights Compound""[tw]"	0
debio	Decentralized Biomedical Ontology	"""Decentralized Biomedical Ontology""[tw]"	0
metanetx.reaction	MetaNetX reaction	"""MetaNetX reaction""[tw]"	0
metanetx.compartment	MetaNetX compartment	"""MetaNetX compartment""[tw]"	0
metanetx.chemical	MetaNetX chemical	"""MetaNetX chemical""[tw]"	0
metacyc.reaction	MetaCyc Reaction	"""MetaCyc Reaction""[tw]"	0
metacyc.pathway	Metabolic Encyclopedia for Pathway/Genome Databases	"""Metabolic Encyclopedia for Pathway/Genome Databases""[tw]"	0
metacyc.compound	Metabolic Encyclopedia of metabolic and other pathways	"""Metabolic Encyclopedia of metabolic and other pathways""[tw]"	0
_3dmet	3D Metabolites	"""3D Metabolites""[tw]"	0
